s,T,x,k_0,alpha,beta,sigma,q_true,q_noisy,a_true,b_true
-1.181805439084118836e+00,1.786074433350109958e+00,2.156150195299014749e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.396938725359903266e+00,2.787952801240799250e+00,-3.433029398242742669e+00,2.110792479942245503e+00
-1.329446327395360061e+00,1.748786285780767669e+00,7.159006510871579465e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.832278261293369681e+00,3.549528718941061811e+00,-3.589583259122453018e+00,2.324917505030614340e+00
-1.470782474075252422e+00,2.125675055359457222e-01,9.121280759625268741e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,2.140330735291905206e+00,2.118254651927935495e+00,-2.320513123833039870e+00,3.126405617001631887e-01
-3.295421647041205659e-01,1.789951515177535812e+00,1.638226728835681101e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,8.646141163315793632e-01,9.005356101862471707e-01,-2.667122036333904767e+00,5.898644970270257026e-01
2.728955374771979692e-02,7.233468469410433421e-01,8.619573915005394049e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-3.443298398424278484e-02,6.959193491439090440e-02,-1.262062162336024418e+00,-1.973981265784124917e-02
3.209841124469550167e-01,1.164769157266098087e+00,5.874197572435859716e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-5.453358791839105768e-01,-6.069325514566086266e-01,-1.740162075125203822e+00,-3.738723941506462700e-01
2.973001700606356046e+00,1.133571101415911109e+00,9.042519941200776179e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.013864796183764128e+01,-1.099841559054660145e+01,-6.945735188067612143e+00,-3.370108812267723852e+00
1.755971515282518602e+00,2.920057954797479649e+00,9.462212170153636581e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.032521158561043784e+01,-9.568058690689317913e+00,-7.113430807178170667e+00,-5.127538591598502116e+00
7.330753766469761956e-01,1.913385985447827231e+00,4.268263801332248253e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-2.153777557746539451e+00,-1.908110536684384906e+00,-3.152962669361739856e+00,-1.402656151953211694e+00
2.933760886091309139e+00,2.174895754821469573e+00,9.410967310585041101e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.492250539159398492e+01,-1.569729925375312796e+01,-8.529257534225783033e+00,-6.380624096821261304e+00
-1.708147810586406301e+00,5.182948141067397207e-01,1.804134728138655497e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,2.934373395259164408e+00,3.021920544609619341e+00,-2.884976122851650171e+00,8.853241519547159211e-01
-2.038727796852932705e+00,9.128538624834454662e-01,4.438565358313149023e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,4.582924090027750808e+00,5.196771624443927706e+00,-3.910497704921960693e+00,1.861060543909564879e+00
6.752376256381849018e-01,2.632391674271295834e+00,4.432563931001902713e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-3.076336796462067813e+00,-2.989727384946701871e+00,-4.738310474032914499e+00,-1.777489903884676092e+00
-2.736347952231700020e+00,3.607205610864140377e-01,2.451341736663247284e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,7.012109672746340117e+00,6.945462258368651831e+00,-5.557619731004820096e+00,9.870569686566789125e-01
-2.785918327358423152e+00,2.859353159059227156e+00,4.839410178543424035e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.849910622027712037e+01,1.456834907643155752e+01,-9.744754800137924278e+00,7.965924370213305572e+00
8.933292162822148441e-02,1.282221226671904857e+00,7.526604051845411369e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.629112420682773676e-01,-3.397094436471251311e-02,-1.826833859595982545e+00,-1.145445683523232949e-01
-2.027638480482654160e-01,1.169841284975198903e+00,1.083611679861589128e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.431751670842368984e-01,4.037501435891225343e-01,-1.708932222861416328e+00,2.372015205472987887e-01
2.503006639157113966e+00,1.543925001293050769e+00,4.809880862066528984e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-8.622509082781407486e+00,-8.548312829394605572e+00,-5.950877546207628654e+00,-3.864454528597161875e+00
7.753575269460624142e-01,1.329767205741015257e+00,5.255161438740693081e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.554108227505598627e+00,-1.632814676462448933e+00,-2.244847987487282204e+00,-1.031045012057329346e+00
8.470587959708320014e-02,1.411596942608295935e+00,1.965169028012755392e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.692201529188366027e-01,-2.982243210928785526e-01,-2.000608015813533758e+00,-1.195705606601890764e-01
-1.875938763897444517e-02,1.271957581350042776e+00,6.420778382194027856e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.393589032992679749e-02,1.993137711553918251e-02,-1.809149193151678769e+00,2.386114532887782455e-02
-1.514910467836015018e+00,2.105283369680123418e+00,2.527543430506467015e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,5.567447124697053162e+00,5.485502070625571491e+00,-4.593081268661328487e+00,3.189315814489497747e+00
-2.929235846744965066e+00,8.288806252383495998e-01,5.708591865381132946e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,8.962307790692324971e+00,9.912720968136721211e+00,-6.491775132961175032e+00,2.427986840120552881e+00
-1.845587136088136182e+00,4.994808080215058510e-01,5.717087021802066404e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.333091452038036806e+00,2.914705556769884520e+00,-3.168455664927313897e+00,9.218353540073991326e-01
1.152192725291035558e+00,1.303611618885918588e+00,7.488041970574743633e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-2.437131005128920780e+00,-2.094634656663561856e+00,-2.646230472175333137e+00,-1.502011823885225361e+00
-1.796359656078028832e+00,2.648980998125494146e-01,9.348537959338439896e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.018723309780670938e+00,3.017225018738303621e+00,-2.971230310033014632e+00,4.758522594749945989e-01
-7.827821363867597526e-01,1.342130197245289036e+00,9.260935759439918868e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.583729755961523988e+00,1.765871368170119027e+00,-2.268305457006571046e+00,1.050595543108850505e+00
-2.977594547687544058e+00,1.483012837512641457e+00,5.020966148362372428e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.153185861877961038e+01,1.036403500809811895e+01,-7.419305112364803279e+00,4.415810939128275159e+00
1.980286378810473202e+00,2.353013535587463068e+00,2.627857135418549817e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-9.015537272481497055e+00,-8.738310972065875148e+00,-6.121256834590285578e+00,-4.659640653680526157e+00
-2.073233513631360658e+00,3.271353421995858435e-01,2.422294804508948740e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.966444442861111863e+00,4.435913138316099236e+00,-3.632487087284562488e+00,6.782279549414449438e-01
-1.394404172617287330e+00,1.190632248628574974e+00,7.865115368332284973e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,2.925007016898900858e+00,2.946920600388446054e+00,-2.875420373704669963e+00,1.660222575540388323e+00
2.281992923884971880e+00,2.341667947619031409e+00,7.602331957008369168e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.091523478196472041e+01,-1.256780653657282798e+01,-6.866199411249813700e+00,-5.343669686554874509e+00
5.874485921053906878e-02,1.014765961349656020e+00,7.940526959636398097e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-8.903166252745110809e-02,-1.261379665187447596e-01,-1.516945553247145639e+00,-5.961228353113287581e-02
2.082901478195216427e+00,2.508661825629408870e+00,8.334808602373642294e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.044447574265680068e+01,-9.925740467722620863e+00,-6.749779218405830505e+00,-5.225295424895405993e+00
8.383030016551575869e-01,2.155175560890339348e+00,5.650003526090365824e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-2.902994030721110619e+00,-3.321818621542524497e+00,-3.744042002679922376e+00,-1.806690141788209303e+00
1.450625684171142460e+00,1.251643971783034104e-01,8.974931350990460466e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-2.072503167996583073e+00,-2.380919768821124105e+00,-2.270421988506701627e+00,-1.815666892906449836e-01
-2.451026369621725820e+00,1.155835724935864173e+00,6.571598313743135522e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,7.033181354242685757e+00,7.170853821989746635e+00,-5.272496270267641449e+00,2.832983840768646733e+00
2.468629282589325236e-01,2.299102961398612699e+00,6.313803945699478781e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-9.023149778199085480e-01,-1.001598381829236439e+00,-3.679501996765080385e+00,-5.675632894196450673e-01
4.663341780209950826e-02,1.579618650185189432e+00,8.370337878708393742e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.048334376457805556e-01,-4.058941527913691172e-02,-2.248902345399983016e+00,-7.366301648207440600e-02
2.228036260157283621e+00,2.018637901721223926e+00,6.520809845076779299e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-8.979606869245936096e+00,-1.007375344328506728e+01,-6.015936835078126599e+00,-4.497598441162701910e+00
-8.324156459150544585e-01,2.970080537824327571e+00,7.678615991521315909e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,4.619301137651252276e+00,3.750716986865163971e+00,-5.826438685119929239e+00,2.472341509312769858e+00
5.891044032432786182e-01,2.025765221151831774e+00,9.298515532032789466e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.838754587134590945e+00,-1.989188566100364985e+00,-3.260088764366536829e+00,-1.193387211717638285e+00
-2.644490145926978286e+00,1.638146944471339017e+00,3.954236685025730447e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,9.891525866105494558e+00,1.133166176767037570e+01,-6.537759584983326988e+00,4.332063452234844902e+00
-6.742091933356277877e-01,2.538348101540548907e+00,7.510810565617970225e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,2.907538708659612503e+00,2.644359178595258264e+00,-4.494340364124221665e+00,1.711377625944675795e+00
-1.061781922450760085e+00,1.290631470313496454e+00,2.985026589739870895e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,2.185509228204542076e+00,2.175585753151691559e+00,-2.509293306587728090e+00,1.370369163724915351e+00
-2.098801625577288554e+00,3.124537226635493159e-02,4.864689007911418006e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.948857037980177509e+00,4.030735881946180932e+00,-3.643469094759553162e+00,6.557783810439325733e-02
1.898028622914454289e+00,8.174254577363665453e-01,8.735512703387469102e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-3.899679587349294874e+00,-4.286313038736131453e+00,-3.495599781519278082e+00,-1.551496915882573324e+00
-7.233229706981250118e-01,1.784180228503382537e+00,9.735734852929813776e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.950287601442300067e+00,2.155877156600846778e+00,-2.905567215854927277e+00,1.290538543141926064e+00
2.872487306467329304e+00,2.844743341660340263e+00,9.475709709267320369e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.923566583973478927e+01,-1.897013351485585275e+01,-9.996992335449981226e+00,-8.171489139076779651e+00
5.399501580636618669e-01,1.821406406378309750e+00,7.576330491885175933e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.467082312923600806e+00,-1.407378820377191975e+00,-2.833688352513758613e+00,-9.834686770221346963e-01
6.303375229791079448e-01,8.511205680868708656e-01,8.483743852856606704e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-9.087375553919008198e-01,-1.081209552874689228e+00,-1.600598346435521346e+00,-5.364932306444494259e-01
8.279794847299930538e-01,2.979623279415307913e+00,8.845126843705864994e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-4.616968810816945989e+00,-5.444594251044481581e+00,-5.850407459897064122e+00,-2.467066947579778624e+00
1.058701462876729948e+00,1.200469378440788715e+00,6.099180615099600855e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-2.058891800940168437e+00,-2.635300580457329733e+00,-2.393072636785404050e+00,-1.270938687093981834e+00
-2.095271884989787559e+00,6.834109869616548094e-01,2.435173604660788582e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,4.424288410456290066e+00,4.322981880646010744e+00,-3.867623851767146625e+00,1.431931826873877656e+00
-3.581191968708745677e-01,1.658758768411708218e+00,1.771962254795689251e-02,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,8.599839289828146160e-01,8.331323385618888411e-01,-2.452689941391827944e+00,5.940333579461219982e-01
-1.562616229022860015e+00,1.032165925697539288e+00,7.611486450394717718e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.158105442120415329e+00,3.374725058929479715e+00,-2.997744936608903288e+00,1.612879226539378319e+00
-5.850102113761099787e-01,3.346924284777242908e-01,7.602986205658768259e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,6.578187689412967609e-01,8.027824408281993840e-01,-1.261351679288750915e+00,1.957984883297370637e-01
-2.419775436409526304e+00,2.138346431972887984e+00,7.310324233699793117e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.078572642812410010e+01,1.047046303782708954e+01,-6.799450629156138959e+00,5.174318170621948099e+00
2.806968306292928261e+00,2.074382162498060289e+00,5.800890224831507513e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.326950728630826681e+01,-1.367733842913548159e+01,-7.878973321564859411e+00,-5.822724985271442222e+00
-1.709975775864719827e+00,2.916559789164572258e+00,6.578944392980626832e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,9.982776905279830970e+00,1.039521394701691825e+01,-7.007570794312337981e+00,4.987246588332532760e+00
1.030590975667709408e+00,4.105264932738021955e-01,7.184278688224189358e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.336356551219546551e+00,-1.136771298761213078e+00,-1.721536656316475344e+00,-4.230848992404911413e-01
-1.197479511125578266e+00,2.731621360580316793e+00,5.316554998779911001e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,6.008555898589817090e+00,5.490224053838822726e+00,-5.591251936528662370e+00,3.271060611447904609e+00
2.244462156897026439e+00,2.391550550086370297e+00,6.585620602768910148e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.092442372805757600e+01,-1.028083462295243322e+01,-6.882323241054921326e+00,-5.367744705975124653e+00
9.732884300307227399e-01,7.592718003733052168e-01,2.243074689212457562e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.438233089009387511e+00,-1.479217490327086049e+00,-1.856621054240061852e+00,-7.389904585519345703e-01
-2.210305105150165872e+00,1.437832395069863489e+00,5.341627098801777773e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,6.654721914351720002e+00,6.406767868744027261e+00,-4.964950192867902068e+00,3.178048283173209310e+00
2.070445925247317298e+00,1.890432392861161492e+00,6.286335240959528559e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-7.545153372639092915e+00,-6.957568638113682979e+00,-5.358915113613321068e+00,-3.914038044754927448e+00
2.669689026869876969e+00,9.448399331332000273e-01,5.686894822313156572e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-7.666837374110375691e+00,-8.302372584539929434e+00,-5.722704949735234692e+00,-2.522428801634172491e+00
2.423500729175560586e+00,3.226585453811411375e-01,2.571794628998728127e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-5.396470691928617391e+00,-5.993964275359109806e+00,-4.576067739042422033e+00,-7.819632200059212224e-01
4.183148871556632287e-01,2.511243386617141748e+00,1.267506978668475615e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.751973502182423204e+00,-1.641744575360524871e+00,-4.258164080303799004e+00,-1.050490493893155186e+00
-2.127240277434438553e+00,4.940863194129057057e-01,6.544923213845098564e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,4.312109376812104600e+00,4.285286682497804200e+00,-3.837151364279104637e+00,1.051040319184470162e+00
-1.845219030190005771e+00,1.472158713589405199e+00,1.125726089282462761e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,5.101278309527127242e+00,4.947868168887191942e+00,-4.126525600623813794e+00,2.716455273775208568e+00
2.567434108467146814e+00,1.313103196745310397e+00,7.942410280509416554e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-8.165630683514821797e+00,-8.304699677417762160e+00,-5.817150743443672667e+00,-3.371305935261156517e+00
3.139589260035826612e-01,2.709084536376388019e+00,1.820745263669785174e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.472242428359034516e+00,-1.404418357763545844e+00,-4.728711636947227959e+00,-8.505412714936444463e-01
-1.916685009306530185e+00,1.676786875375487096e+00,7.719630186068733302e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,6.019432451440173359e+00,5.774399912803783508e+00,-4.610015967655969327e+00,3.213872267834132934e+00
2.304341365178819601e+00,1.273213575340741421e+00,3.556798787111263849e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-6.619299448322532697e+00,-6.136169625090526658e+00,-4.996529880580489191e+00,-2.933918708364890104e+00
8.494302313348844891e-01,2.930420266320744815e+00,9.013218926905760542e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-4.619191245324200779e+00,-4.444485176325118303e+00,-5.726600499375053666e+00,-2.489187564729264057e+00
4.181656468428478490e-01,1.057635001319563006e+00,2.256289358625770403e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-6.666682765799242238e-01,-5.219476255457673464e-01,-1.664213402927814389e+00,-4.422666244504313005e-01
-7.422729832204790767e-01,2.179467256655115648e+00,1.576159168237444286e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,2.586993997541502388e+00,2.905444435976482165e+00,-3.705620270387305570e+00,1.617759662428746248e+00
-5.342683070572209481e-01,7.018710910878221965e-01,6.751013323586159132e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,6.963653322749143726e-01,7.785703161526198457e-01,-1.417577088607878455e+00,3.749874796078953021e-01
-1.563064723908930809e+00,2.271656330844055383e+00,7.736529097353997964e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,6.359868882086963993e+00,6.207943472224226156e+00,-5.046114041409039963e+00,3.550745875586738265e+00
-2.771656279852565241e+00,2.253755781734038788e+00,3.494826458836486349e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.406926893466281570e+01,1.418547868633251063e+01,-8.148954682037501840e+00,6.246636365697176174e+00
2.257312848655626425e+00,2.484465464722279471e+00,4.719952836760122894e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.152443215586444403e+01,-1.224950322702304106e+01,-7.143561100722314094e+00,-5.608215815558773798e+00
-1.936186991154231762e-01,1.454183331786341737e+00,6.618071910300118432e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.997881924028008349e-01,6.816063413812308847e-01,-2.079817501610901953e+00,2.815570849758032845e-01
2.858111952824113899e-01,6.664613120110227662e-01,2.951952872017664653e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-3.539551430540487376e-01,-3.796844835230470117e-01,-1.271098163812983239e+00,-1.904821041953545235e-01
-1.067020141318649307e+00,1.895953043322033071e+00,3.890041017048884164e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.227762995268502522e+00,3.395950337089293392e+00,-3.480438160428841687e+00,2.023020084218999148e+00
1.507949519129567761e+00,2.730673140642419838e+00,5.660835253429085112e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-7.815808292552294922e+00,-6.780161223640440049e+00,-6.092634951858825865e+00,-4.117717249331763973e+00
-2.848818775189437602e+00,9.294606811108866440e-01,3.028977960606772379e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,8.703432683083535792e+00,7.486046340885964767e+00,-6.301409627188665930e+00,2.647865039149056354e+00
-7.668883646087762962e-01,6.048183464386169828e-02,1.459794315214769655e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,8.584951575015146163e-01,7.723753438879668032e-01,-1.354699684424337747e+00,4.638281525856952775e-02
-2.817898233695330212e+00,5.549913111742809102e-01,9.086043684872741055e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,7.727008817376628258e+00,7.395014036597534535e+00,-5.918337951017431209e+00,1.563909035474261522e+00
-2.262647386769943925e+00,2.798752031675822316e+00,1.226353189526918630e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.344107829356005723e+01,1.205718355880425996e+01,-7.988250385518885111e+00,6.332588970688370900e+00
2.802889412384206302e+00,1.817061813309350793e-02,9.869096319456913680e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-7.207357955795965054e+00,-8.146652490273725178e+00,-5.713878520514958481e+00,-5.093023318172426595e-02
9.465643802310865773e-01,1.615818612460580006e-01,8.445180954427392583e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,-1.128542493716667705e+00,-1.190728464069237935e+00,-1.550644824495226892e+00,-1.529476343469603206e-01
-4.306785216631121571e-01,2.949972492941433933e-01,4.469100961683606377e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,1.000000000000000056e-01,4.653948653978056127e-01,5.913466721237007340e-01,-1.154802081958709703e+00,1.270489792206862256e-01
