s,T,x,k_0,alpha,beta,sigma,q_true,q_noisy,a_true,b_true
7.760672093192138021e-01,1.329264488319172210e+00,2.060251769214382911e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.164100813978820703e+00,-1.154395594640488243e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.552466993241786497e-02,2.828285990038600595e+00,8.565291040160173397e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.828700489862679746e-02,6.164913531911232758e-02,-1.500000000000000000e+00,0.000000000000000000e+00
-3.944895517117954498e-01,8.733318211929873565e-01,5.467546260642156541e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,5.917343275676931746e-01,5.317881662003430820e-01,-1.500000000000000000e+00,0.000000000000000000e+00
7.355199283579048064e-01,1.640911915779408314e-01,6.337690103677208198e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.103279892536857210e+00,-1.127006105787806689e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-1.635765677286662889e+00,8.871223851364297142e-01,1.039909048346798759e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,2.453648515929994112e+00,2.389815013190359938e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-1.026942059249831729e+00,1.919261718143515649e+00,8.844969935285933449e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.540413088874747594e+00,1.588114724453022264e+00,-1.500000000000000000e+00,0.000000000000000000e+00
2.258924429301801595e+00,8.562404845123754438e-01,5.113245069217281502e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.388386643952702393e+00,-3.539969564488525844e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.479247801050004085e+00,1.458156873866209846e-01,4.183955137199651952e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.718871701575006128e+00,3.509245706679386956e+00,-1.500000000000000000e+00,0.000000000000000000e+00
2.560279299565833000e+00,1.139123910514938220e+00,3.393946046275287953e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.840418949348749500e+00,-3.963353456303740252e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
1.328163741568259226e+00,1.647339431433792800e+00,9.182958662513347470e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.992245612352388839e+00,-2.081153727621444016e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.826548467479845339e+00,6.238114267271384072e-01,2.644527950492604473e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,4.239822701219767787e+00,4.253421754102356012e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-2.695919032656979297e-02,3.388231372248160511e-01,9.089683371685690627e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,4.043878548985468946e-02,3.431413102680665184e-02,-1.500000000000000000e+00,0.000000000000000000e+00
-3.175343871725910816e-01,4.217869039347948990e-01,2.589087275648407349e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,4.763015807588866224e-01,5.150666431047908889e-01,-1.500000000000000000e+00,0.000000000000000000e+00
8.166434595665035268e-01,2.132581624280762700e+00,1.985935843868006367e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.224965189349755290e+00,-1.263514152868766560e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-4.825854827107303180e-01,1.154804670189019333e+00,5.378636462169954502e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,7.238782240660954770e-01,7.017780988447178681e-01,-1.500000000000000000e+00,0.000000000000000000e+00
2.872895969032358110e+00,5.836950782061884890e-01,8.614244311682204280e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-4.309343953548537165e+00,-4.506448041914221214e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.507856534710892760e-01,6.595535302257037324e-01,9.196539800473586546e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.761784802066339140e-01,4.791062135596278471e-01,-1.500000000000000000e+00,0.000000000000000000e+00
-2.824193184573281279e+00,4.598298424148818953e-01,1.489318211224536226e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,4.236289776859921474e+00,4.060255107214279846e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-1.260651787265506973e+00,7.273470056386815985e-01,7.154453677275982582e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.890977680898260349e+00,1.944962206077969435e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-1.394729334094612971e+00,1.825130815048318311e+00,7.065485016763108916e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,2.092094001141919346e+00,2.144484541473743899e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-2.357645433299034643e+00,2.785501777897517517e+00,2.609899297341800040e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.536468149948551964e+00,3.349684883206991870e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-2.624466770657688741e+00,1.514568839741801343e+00,9.454796006542784959e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.936700155986533112e+00,4.082596512071003936e+00,-1.500000000000000000e+00,0.000000000000000000e+00
2.065112632554486183e+00,2.204020913103016399e-01,1.712675434093968718e-02,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.097668948831729274e+00,-3.036844950618637906e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.653534922869309476e+00,2.216653825175056269e+00,7.208183883522166768e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.980302384303964214e+00,3.822361992364196492e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-2.494003520052219258e+00,1.758005902511170726e+00,6.734380454425710205e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.741005280078328887e+00,3.446004183643341712e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-2.532976317173513792e+00,4.936483452488817925e-01,3.754945383952473792e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.799464475760270687e+00,3.716077583703667475e+00,-1.500000000000000000e+00,0.000000000000000000e+00
8.721536333089900950e-01,2.553906780567252177e-01,9.585922843343708255e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.308230449963485142e+00,-1.344773779505120004e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.443913567338267256e-01,2.668105181180624452e-02,5.971979348965561485e-02,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.665870351007400885e-01,3.131982115828648716e-01,-1.500000000000000000e+00,0.000000000000000000e+00
-5.803947084304641457e-01,2.940225022098770236e+00,2.469704024142643783e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,8.705920626456962186e-01,8.235208364442079265e-01,-1.500000000000000000e+00,0.000000000000000000e+00
1.624168936172106115e+00,2.998780630814223969e+00,5.875841418641303271e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-2.436253404258159172e+00,-2.385803828906388535e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-1.368717144858138113e-01,1.799829656669377886e+00,6.893642029841143826e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,2.053075717287207169e-01,1.635972205811993541e-01,-1.500000000000000000e+00,0.000000000000000000e+00
-4.472347928517956817e-01,3.939608568424369794e-01,6.164394319067127981e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,6.708521892776935225e-01,6.142901547531038897e-01,-1.500000000000000000e+00,0.000000000000000000e+00
1.291596587118756467e+00,2.836725298812676321e+00,9.882405735048197526e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.937394880678134701e+00,-1.930220481496443430e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-9.884675549132255767e-01,1.098264270379396557e+00,3.755904564514566113e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.482701332369838365e+00,1.578898403508897541e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-1.500083700518917151e+00,1.851039222097031978e+00,8.552160065557613544e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,2.250125550778375505e+00,2.125790744292236578e+00,-1.500000000000000000e+00,0.000000000000000000e+00
2.187720918435124062e+00,1.186749664276027350e+00,5.409485070243663651e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.281581377652686093e+00,-3.482072694575055305e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.858248230703820170e+00,2.361903368574004958e+00,7.230402630529534358e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,4.287372346055730254e+00,4.565534158993028946e+00,-1.500000000000000000e+00,0.000000000000000000e+00
8.143756983398375837e-01,4.337812411153495473e-01,5.733768133132746136e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.221563547509756376e+00,-1.352138662785935974e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.723389489214864234e+00,2.027485784147216030e+00,3.193778886236516845e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,4.085084233822296795e+00,4.009992856363209235e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-2.260378369725571268e+00,2.080401802824203727e+00,2.340916515648667762e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.390567554588356902e+00,3.601055117019751339e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-1.608322556723702279e+00,2.833865797528402730e+00,3.992476132356006513e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,2.412483835085553530e+00,2.391121530207673374e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-1.546405010538826730e+00,1.615874979115124344e+00,1.251188398219138520e-03,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,2.319607515808240095e+00,2.242149624126105856e+00,-1.500000000000000000e+00,0.000000000000000000e+00
5.528163496468234683e-01,1.194229456031074665e+00,7.790418981243651952e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-8.292245244702352025e-01,-8.305939112622759968e-01,-1.500000000000000000e+00,-0.000000000000000000e+00
6.483567805151282393e-01,1.195108752561334420e+00,4.492265961211093783e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-9.725351707726923589e-01,-9.417067429619871977e-01,-1.500000000000000000e+00,-0.000000000000000000e+00
2.637554022049886981e+00,2.624522738740046712e+00,1.170182913574721040e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.956331033074830472e+00,-4.109171413646971693e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
1.687059196006652328e+00,1.249154944499581088e+00,7.554142902757443601e-02,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-2.530588794009978493e+00,-2.541752372322756415e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.860463841727009626e+00,1.701632257562909700e+00,9.931826211570518037e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,4.290695762590514661e+00,4.171453479478874016e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-5.510394671488301199e-01,2.439349185033489187e-01,3.825283424516733310e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,8.265592007232451799e-01,8.463281146940878630e-01,-1.500000000000000000e+00,0.000000000000000000e+00
1.517670662382152535e+00,2.882425878246344109e+00,5.196665399996825974e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-2.276505993573228803e+00,-2.250145380990766775e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
2.903450064499868866e+00,9.037699411924493553e-01,7.966020465579588539e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-4.355175096749803743e+00,-4.513980872919182374e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-3.986976863759199574e-01,2.458016645978508219e+00,7.976136660255480626e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,5.980465295638799361e-01,5.905643569004043192e-01,-1.500000000000000000e+00,0.000000000000000000e+00
-2.640572754725901916e+00,2.163714729434714101e+00,7.427233454320468775e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.960859132088852874e+00,3.988430086411683728e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-2.221874021345549011e+00,1.000610376717895322e-01,4.471940417733877293e-02,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.332811032018323516e+00,3.532257405731885402e+00,-1.500000000000000000e+00,0.000000000000000000e+00
1.515220649062722025e+00,2.567311320500962335e+00,6.578749395410438128e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-2.272830973594083037e+00,-2.281592634285461774e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
1.646892227923041574e+00,1.001529357306082391e-01,7.699421049447093823e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-2.470338341884562361e+00,-2.575266544077116304e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
3.922303383583978231e-01,1.295046474772233891e+00,9.058271270386186735e-02,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-5.883455075375967347e-01,-5.856212424961447782e-01,-1.500000000000000000e+00,-0.000000000000000000e+00
9.064622870287797340e-01,8.327553221459288446e-01,2.737520980190415454e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.359693430543169601e+00,-1.224454055062020874e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
1.845703525121480837e+00,1.495045144677836113e+00,7.125976465661387760e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-2.768555287682221255e+00,-2.593423779587633149e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
1.687647883105336533e-01,1.131432274503260560e+00,4.657176555458407696e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-2.531471824658004799e-01,-1.851011244777019393e-01,-1.500000000000000000e+00,-0.000000000000000000e+00
-1.401429994183077454e+00,2.876370231601363958e+00,5.222963558135839124e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,2.102144991274616181e+00,1.955552995749807454e+00,-1.500000000000000000e+00,0.000000000000000000e+00
8.061651965863334546e-01,1.943264352563331077e+00,8.173787387128670368e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.209247794879500182e+00,-1.091393052979726441e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.317089342322554479e+00,2.978299875126253049e+00,3.603713270965486215e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.475634013483831719e+00,3.559619299305418760e+00,-1.500000000000000000e+00,0.000000000000000000e+00
1.279566060017628182e+00,2.665778758074169641e+00,1.298246031152845426e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.919349090026442273e+00,-1.891220651342866432e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-5.113497239047952725e-01,1.865799567347775634e+00,8.085557957371070081e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,7.670245858571929087e-01,7.701401533632082907e-01,-1.500000000000000000e+00,0.000000000000000000e+00
-4.791916162719411787e-01,2.184187020666889190e+00,3.470333787425661232e-02,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,7.187874244079117680e-01,7.448494137120369452e-01,-1.500000000000000000e+00,0.000000000000000000e+00
7.080873558521334488e-01,1.507448915207536100e+00,8.321160942936468574e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.062131033778200173e+00,-1.168432958131034871e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
1.282270018190866168e+00,2.210739639156257041e+00,4.199934372159466189e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.923405027286299251e+00,-1.829129060183400712e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-7.311812401236652548e-01,1.362650896617484397e-01,2.070747043694498579e-02,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.096771860185497882e+00,1.020181202953479360e+00,-1.500000000000000000e+00,0.000000000000000000e+00
2.368495094667541601e+00,1.756472697024477281e+00,7.815028982763322363e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.552742642001312401e+00,-3.254519529406064038e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
2.683802334282722413e+00,1.089040218804573357e+00,3.977677933754272255e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-4.025703501424083619e+00,-3.967829143791489876e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
2.761869650979893898e+00,1.433754604879144523e+00,4.122182350820361441e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-4.142804476469841291e+00,-4.283479688310864120e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
2.563919130265380986e+00,9.103065513510726348e-01,2.026910113958280135e-03,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.845878695398071478e+00,-4.042651960291959945e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
9.940834109154472742e-02,1.344663808357963397e+00,9.600261215527550185e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.491125116373170911e-01,-1.627469108468094228e-01,-1.500000000000000000e+00,-0.000000000000000000e+00
-1.467779445568782482e+00,2.757558565331977185e+00,8.518143429248707932e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,2.201669168353173944e+00,2.368380986052102344e+00,-1.500000000000000000e+00,0.000000000000000000e+00
2.124410235394061708e+00,2.857617664247558587e+00,3.596595276289110688e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.186615353091092562e+00,-3.192006227684644148e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
2.346287992354820773e-01,4.307529136431239580e-01,1.339616795916231951e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.519431988532231159e-01,-3.474211300855820084e-01,-1.500000000000000000e+00,-0.000000000000000000e+00
-1.199704343919543836e+00,8.443441148152763809e-01,9.268098100930449723e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.799556515879315644e+00,1.724397575740022059e+00,-1.500000000000000000e+00,0.000000000000000000e+00
7.186023062589619315e-02,2.919880568818530531e+00,4.871997689740024118e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.077903459388442897e-01,-3.080617831759990821e-02,-1.500000000000000000e+00,-0.000000000000000000e+00
-4.740855430684645100e-01,3.559532145568518047e-01,8.149616168280284789e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,7.111283146026967650e-01,6.960163955603022590e-01,-1.500000000000000000e+00,0.000000000000000000e+00
-1.823368353467849090e-01,4.534065799839687161e-01,1.042940047039955243e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,2.735052530201773635e-01,2.390315755195266123e-01,-1.500000000000000000e+00,0.000000000000000000e+00
2.712228923101735134e+00,1.275787419102226483e+00,6.369873040971214539e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-4.068343384652602701e+00,-4.001702763038660571e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-8.309613958675576839e-03,1.677281585998346314e+00,3.596128601071936215e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.246442093801336526e-02,-1.962792123321055460e-02,-1.500000000000000000e+00,0.000000000000000000e+00
-8.445627379494169418e-01,1.117992048251807979e+00,2.870586464218400913e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.266844106924125413e+00,1.250212273209568181e+00,-1.500000000000000000e+00,0.000000000000000000e+00
1.492573939471255606e+00,8.033956397919321812e-01,8.369768789951995691e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-2.238860909206883409e+00,-2.429334978181273197e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
2.122750634447566398e+00,6.736007395113425833e-01,1.044523786372214547e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.184125951671349597e+00,-3.447185053513579955e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
1.215338273277917658e+00,3.562536502955548912e-01,4.709097231689447494e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.823007409916876487e+00,-1.776968683739617028e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.533334792635969279e+00,4.344585331241407333e-01,6.285861156858204568e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.800002188953953919e+00,3.639576924594560392e+00,-1.500000000000000000e+00,0.000000000000000000e+00
-1.003562599498623475e+00,2.020329948859003633e+00,1.173579192212980127e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.505343899247935102e+00,1.542002782801635163e+00,-1.500000000000000000e+00,0.000000000000000000e+00
2.526139895581124506e+00,1.430392364983165576e+00,9.735804856459107093e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-3.789209843371686759e+00,-3.712899613913229757e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
5.316579320592529356e-01,2.848745799680397983e+00,8.545929432937109382e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-7.974868980888794034e-01,-7.644818410909112183e-01,-1.500000000000000000e+00,-0.000000000000000000e+00
-2.483703685223966229e+00,2.398321747612939703e+00,9.921178315318178731e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,3.725555527835949121e+00,3.841750186078201068e+00,-1.500000000000000000e+00,0.000000000000000000e+00
1.212665171866407654e+00,4.098098194166889252e-01,8.811924343202903742e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.818997757799611481e+00,-1.723520994959680142e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
1.196362229114340536e+00,3.145134383186198868e-02,7.110305897189341806e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.794543343671510804e+00,-1.811054561446904909e+00,-1.500000000000000000e+00,-0.000000000000000000e+00
